INFO  - 2015-04-25 17:20:18.425; org.eclipse.jetty.util.log.Log; Logging initialized @1972ms
INFO  - 2015-04-25 17:20:19.115; org.apache.solr.core.SolrResourceLoader; Adding 'file:/home/andrew/Documents/data/infosense/dumpling/solr_trunk/solr/contrib/extraction/lib/tika-xmp-1.7.jar' to classloader
INFO  - 2015-04-25 17:20:19.115; org.apache.solr.core.SolrResourceLoader; Adding 'file:/home/andrew/Documents/data/infosense/dumpling/solr_trunk/solr/contrib/extraction/lib/juniversalchardet-1.0.3.jar' to classloader
INFO  - 2015-04-25 17:20:19.116; org.apache.solr.core.SolrResourceLoader; Adding 'file:/home/andrew/Documents/data/infosense/dumpling/solr_trunk/solr/contrib/extraction/lib/icu4j-54.1.jar' to classloader
INFO  - 2015-04-25 17:20:19.116; org.apache.solr.core.SolrResourceLoader; Adding 'file:/home/andrew/Documents/data/infosense/dumpling/solr_trunk/solr/contrib/extraction/lib/bcmail-jdk15-1.45.jar' to classloader
INFO  - 2015-04-25 17:20:19.116; org.apache.solr.core.SolrResourceLoader; Adding 'file:/home/andrew/Documents/data/infosense/dumpling/solr_trunk/solr/contrib/extraction/lib/tika-java7-1.7.jar' to classloader
INFO  - 2015-04-25 17:20:19.116; org.apache.solr.core.SolrResourceLoader; Adding 'file:/home/andrew/Documents/data/infosense/dumpling/solr_trunk/solr/contrib/extraction/lib/xmlbeans-2.6.0.jar' to classloader
INFO  - 2015-04-25 17:20:19.116; org.apache.solr.core.SolrResourceLoader; Adding 'file:/home/andrew/Documents/data/infosense/dumpling/solr_trunk/solr/contrib/extraction/lib/isoparser-1.0.2.jar' to classloader
INFO  - 2015-04-25 17:20:19.116; org.apache.solr.core.SolrResourceLoader; Adding 'file:/home/andrew/Documents/data/infosense/dumpling/solr_trunk/solr/contrib/extraction/lib/poi-scratchpad-3.11.jar' to classloader
INFO  - 2015-04-25 17:20:19.116; org.apache.solr.core.SolrResourceLoader; Adding 'file:/home/andrew/Documents/data/infosense/dumpling/solr_trunk/solr/contrib/extraction/lib/tika-core-1.7.jar' to classloader
INFO  - 2015-04-25 17:20:19.117; org.apache.solr.core.SolrResourceLoader; Adding 'file:/home/andrew/Documents/data/infosense/dumpling/solr_trunk/solr/contrib/extraction/lib/jmatio-1.0.jar' to classloader
INFO  - 2015-04-25 17:20:19.117; org.apache.solr.core.SolrResourceLoader; Adding 'file:/home/andrew/Documents/data/infosense/dumpling/solr_trunk/solr/contrib/extraction/lib/poi-ooxml-schemas-3.11.jar' to classloader
INFO  - 2015-04-25 17:20:19.117; org.apache.solr.core.SolrResourceLoader; Adding 'file:/home/andrew/Documents/data/infosense/dumpling/solr_trunk/solr/contrib/extraction/lib/xz-1.5.jar' to classloader
INFO  - 2015-04-25 17:20:19.117; org.apache.solr.core.SolrResourceLoader; Adding 'file:/home/andrew/Documents/data/infosense/dumpling/solr_trunk/solr/contrib/extraction/lib/bcprov-jdk15-1.45.jar' to classloader
INFO  - 2015-04-25 17:20:19.117; org.apache.solr.core.SolrResourceLoader; Adding 'file:/home/andrew/Documents/data/infosense/dumpling/solr_trunk/solr/contrib/extraction/lib/vorbis-java-tika-0.6.jar' to classloader
INFO  - 2015-04-25 17:20:19.117; org.apache.solr.core.SolrResourceLoader; Adding 'file:/home/andrew/Documents/data/infosense/dumpling/solr_trunk/solr/contrib/extraction/lib/fontbox-1.8.8.jar' to classloader
INFO  - 2015-04-25 17:20:19.117; org.apache.solr.core.SolrResourceLoader; Adding 'file:/home/andrew/Documents/data/infosense/dumpling/solr_trunk/solr/contrib/extraction/lib/metadata-extractor-2.6.2.jar' to classloader
INFO  - 2015-04-25 17:20:19.117; org.apache.solr.core.SolrResourceLoader; Adding 'file:/home/andrew/Documents/data/infosense/dumpling/solr_trunk/solr/contrib/extraction/lib/tika-parsers-1.7.jar' to classloader
INFO  - 2015-04-25 17:20:19.117; org.apache.solr.core.SolrResourceLoader; Adding 'file:/home/andrew/Documents/data/infosense/dumpling/solr_trunk/solr/contrib/extraction/lib/boilerpipe-1.1.0.jar' to classloader
INFO  - 2015-04-25 17:20:19.118; org.apache.solr.core.SolrResourceLoader; Adding 'file:/home/andrew/Documents/data/infosense/dumpling/solr_trunk/solr/contrib/extraction/lib/xmpcore-5.1.2.jar' to classloader
INFO  - 2015-04-25 17:20:19.118; org.apache.solr.core.SolrResourceLoader; Adding 'file:/home/andrew/Documents/data/infosense/dumpling/solr_trunk/solr/contrib/extraction/lib/jempbox-1.8.8.jar' to classloader
INFO  - 2015-04-25 17:20:19.118; org.apache.solr.core.SolrResourceLoader; Adding 'file:/home/andrew/Documents/data/infosense/dumpling/solr_trunk/solr/contrib/extraction/lib/rome-1.0.jar' to classloader
INFO  - 2015-04-25 17:20:19.118; org.apache.solr.core.SolrResourceLoader; Adding 'file:/home/andrew/Documents/data/infosense/dumpling/solr_trunk/solr/contrib/extraction/lib/jhighlight-1.0.jar' to classloader
INFO  - 2015-04-25 17:20:19.118; org.apache.solr.core.SolrResourceLoader; Adding 'file:/home/andrew/Documents/data/infosense/dumpling/solr_trunk/solr/contrib/extraction/lib/xercesImpl-2.9.1.jar' to classloader
INFO  - 2015-04-25 17:20:19.118; org.apache.solr.core.SolrResourceLoader; Adding 'file:/home/andrew/Documents/data/infosense/dumpling/solr_trunk/solr/contrib/extraction/lib/apache-mime4j-dom-0.7.2.jar' to classloader
INFO  - 2015-04-25 17:20:19.118; org.apache.solr.core.SolrResourceLoader; Adding 'file:/home/andrew/Documents/data/infosense/dumpling/solr_trunk/solr/contrib/extraction/lib/vorbis-java-core-0.6.jar' to classloader
INFO  - 2015-04-25 17:20:19.119; org.apache.solr.core.SolrResourceLoader; Adding 'file:/home/andrew/Documents/data/infosense/dumpling/solr_trunk/solr/contrib/extraction/lib/commons-compress-1.8.1.jar' to classloader
INFO  - 2015-04-25 17:20:19.119; org.apache.solr.core.SolrResourceLoader; Adding 'file:/home/andrew/Documents/data/infosense/dumpling/solr_trunk/solr/contrib/extraction/lib/pdfbox-1.8.8.jar' to classloader
INFO  - 2015-04-25 17:20:19.119; org.apache.solr.core.SolrConfig; current version of requestparams : -1
INFO  - 2015-04-25 17:20:19.119; org.apache.solr.core.SolrResourceLoader; Adding 'file:/home/andrew/Documents/data/infosense/dumpling/solr_trunk/solr/contrib/extraction/lib/apache-mime4j-core-0.7.2.jar' to classloader
INFO  - 2015-04-25 17:20:19.119; org.apache.solr.core.SolrResourceLoader; Adding 'file:/home/andrew/Documents/data/infosense/dumpling/solr_trunk/solr/contrib/extraction/lib/aspectjrt-1.8.0.jar' to classloader
INFO  - 2015-04-25 17:20:19.119; org.apache.solr.core.SolrResourceLoader; Adding 'file:/home/andrew/Documents/data/infosense/dumpling/solr_trunk/solr/contrib/extraction/lib/poi-ooxml-3.11.jar' to classloader
INFO  - 2015-04-25 17:20:19.119; org.apache.solr.core.SolrResourceLoader; Adding 'file:/home/andrew/Documents/data/infosense/dumpling/solr_trunk/solr/contrib/extraction/lib/tagsoup-1.2.1.jar' to classloader
INFO  - 2015-04-25 17:20:19.119; org.apache.solr.core.SolrResourceLoader; Adding 'file:/home/andrew/Documents/data/infosense/dumpling/solr_trunk/solr/contrib/extraction/lib/jdom-1.0.jar' to classloader
INFO  - 2015-04-25 17:20:19.119; org.apache.solr.core.SolrResourceLoader; Adding 'file:/home/andrew/Documents/data/infosense/dumpling/solr_trunk/solr/contrib/extraction/lib/poi-3.11.jar' to classloader
INFO  - 2015-04-25 17:20:19.120; org.apache.solr.core.SolrResourceLoader; Adding 'file:/home/andrew/Documents/data/infosense/dumpling/solr_trunk/solr/contrib/extraction/lib/java-libpst-0.8.1.jar' to classloader
INFO  - 2015-04-25 17:20:19.120; org.apache.solr.core.SolrResourceLoader; Adding 'file:/home/andrew/Documents/data/infosense/dumpling/solr_trunk/solr/dist/solr-cell-6.0.0-SNAPSHOT.jar' to classloader
INFO  - 2015-04-25 17:20:19.120; org.apache.solr.core.SolrResourceLoader; Adding 'file:/home/andrew/Documents/data/infosense/dumpling/solr_trunk/solr/contrib/clustering/lib/hppc-0.5.2.jar' to classloader
INFO  - 2015-04-25 17:20:19.120; org.apache.solr.core.SolrResourceLoader; Adding 'file:/home/andrew/Documents/data/infosense/dumpling/solr_trunk/solr/contrib/clustering/lib/mahout-math-0.6.jar' to classloader
INFO  - 2015-04-25 17:20:19.120; org.apache.solr.core.SolrResourceLoader; Adding 'file:/home/andrew/Documents/data/infosense/dumpling/solr_trunk/solr/contrib/clustering/lib/simple-xml-2.7.jar' to classloader
INFO  - 2015-04-25 17:20:19.120; org.apache.solr.core.SolrResourceLoader; Adding 'file:/home/andrew/Documents/data/infosense/dumpling/solr_trunk/solr/contrib/clustering/lib/attributes-binder-1.2.1.jar' to classloader
INFO  - 2015-04-25 17:20:19.121; org.apache.solr.core.SolrResourceLoader; Adding 'file:/home/andrew/Documents/data/infosense/dumpling/solr_trunk/solr/contrib/clustering/lib/mahout-collections-1.0.jar' to classloader
INFO  - 2015-04-25 17:20:19.121; org.apache.solr.core.SolrResourceLoader; Adding 'file:/home/andrew/Documents/data/infosense/dumpling/solr_trunk/solr/contrib/clustering/lib/carrot2-mini-3.9.0.jar' to classloader
INFO  - 2015-04-25 17:20:19.121; org.apache.solr.core.SolrResourceLoader; Adding 'file:/home/andrew/Documents/data/infosense/dumpling/solr_trunk/solr/contrib/clustering/lib/jackson-mapper-asl-1.9.13.jar' to classloader
INFO  - 2015-04-25 17:20:19.121; org.apache.solr.core.SolrResourceLoader; Adding 'file:/home/andrew/Documents/data/infosense/dumpling/solr_trunk/solr/contrib/clustering/lib/jackson-core-asl-1.9.13.jar' to classloader
INFO  - 2015-04-25 17:20:19.121; org.apache.solr.core.SolrResourceLoader; Adding 'file:/home/andrew/Documents/data/infosense/dumpling/solr_trunk/solr/dist/solr-clustering-6.0.0-SNAPSHOT.jar' to classloader
INFO  - 2015-04-25 17:20:19.121; org.apache.solr.core.SolrConfig; Adding specified lib dirs to ClassLoader
INFO  - 2015-04-25 17:20:19.121; org.apache.solr.core.SolrResourceLoader; Adding 'file:/home/andrew/Documents/data/infosense/dumpling/solr_trunk/solr/contrib/langid/lib/jsonic-1.2.7.jar' to classloader
INFO  - 2015-04-25 17:20:19.122; org.apache.solr.core.SolrResourceLoader; Adding 'file:/home/andrew/Documents/data/infosense/dumpling/solr_trunk/solr/contrib/langid/lib/langdetect-1.1-20120112.jar' to classloader
INFO  - 2015-04-25 17:20:19.122; org.apache.solr.core.SolrResourceLoader; Adding 'file:/home/andrew/Documents/data/infosense/dumpling/solr_trunk/solr/dist/solr-dataimporthandler-6.0.0-SNAPSHOT.jar' to classloader
INFO  - 2015-04-25 17:20:19.122; org.apache.solr.core.SolrResourceLoader; Adding 'file:/home/andrew/Documents/data/infosense/dumpling/solr_trunk/solr/dist/solr-langid-6.0.0-SNAPSHOT.jar' to classloader
INFO  - 2015-04-25 17:20:19.122; org.apache.solr.core.SolrResourceLoader; Adding 'file:/home/andrew/Documents/data/infosense/dumpling/solr_trunk/solr/dist/solr-dataimporthandler-extras-6.0.0-SNAPSHOT.jar' to classloader
INFO  - 2015-04-25 17:20:19.122; org.apache.solr.core.SolrResourceLoader; Adding 'file:/home/andrew/Documents/data/infosense/dumpling/solr_trunk/solr/contrib/velocity/lib/velocity-1.7.jar' to classloader
INFO  - 2015-04-25 17:20:19.122; org.apache.solr.core.SolrResourceLoader; Adding 'file:/home/andrew/Documents/data/infosense/dumpling/solr_trunk/solr/contrib/velocity/lib/commons-collections-3.2.1.jar' to classloader
INFO  - 2015-04-25 17:20:19.122; org.apache.solr.core.SolrResourceLoader; Adding 'file:/home/andrew/Documents/data/infosense/dumpling/solr_trunk/solr/contrib/velocity/lib/commons-beanutils-1.8.3.jar' to classloader
INFO  - 2015-04-25 17:20:19.122; org.apache.solr.core.SolrResourceLoader; Adding 'file:/home/andrew/Documents/data/infosense/dumpling/solr_trunk/solr/contrib/velocity/lib/velocity-tools-2.0.jar' to classloader
INFO  - 2015-04-25 17:20:19.123; org.apache.solr.core.SolrResourceLoader; Adding 'file:/home/andrew/Documents/data/infosense/dumpling/solr_trunk/solr/contrib/extraction/lib/tika-xmp-1.7.jar' to classloader
INFO  - 2015-04-25 17:20:19.123; org.apache.solr.core.SolrResourceLoader; Adding 'file:/home/andrew/Documents/data/infosense/dumpling/solr_trunk/solr/dist/solr-velocity-6.0.0-SNAPSHOT.jar' to classloader
INFO  - 2015-04-25 17:20:19.123; org.apache.solr.core.SolrResourceLoader; Adding 'file:/home/andrew/Documents/data/infosense/dumpling/solr_trunk/solr/contrib/extraction/lib/juniversalchardet-1.0.3.jar' to classloader
INFO  - 2015-04-25 17:20:19.123; org.apache.solr.core.SolrResourceLoader; Adding 'file:/home/andrew/Documents/data/infosense/dumpling/solr_trunk/solr/contrib/extraction/lib/icu4j-54.1.jar' to classloader
INFO  - 2015-04-25 17:20:19.123; org.apache.solr.core.SolrResourceLoader; Adding 'file:/home/andrew/Documents/data/infosense/dumpling/solr_trunk/solr/contrib/extraction/lib/bcmail-jdk15-1.45.jar' to classloader
INFO  - 2015-04-25 17:20:19.123; org.apache.solr.core.SolrResourceLoader; Adding 'file:/home/andrew/Documents/data/infosense/dumpling/solr_trunk/solr/contrib/extraction/lib/tika-java7-1.7.jar' to classloader
INFO  - 2015-04-25 17:20:19.124; org.apache.solr.core.SolrResourceLoader; Adding 'file:/home/andrew/Documents/data/infosense/dumpling/solr_trunk/solr/contrib/extraction/lib/xmlbeans-2.6.0.jar' to classloader
INFO  - 2015-04-25 17:20:19.124; org.apache.solr.core.SolrResourceLoader; Adding 'file:/home/andrew/Documents/data/infosense/dumpling/solr_trunk/solr/contrib/extraction/lib/isoparser-1.0.2.jar' to classloader
INFO  - 2015-04-25 17:20:19.124; org.apache.solr.core.SolrResourceLoader; Adding 'file:/home/andrew/Documents/data/infosense/dumpling/solr_trunk/solr/contrib/extraction/lib/poi-scratchpad-3.11.jar' to classloader
INFO  - 2015-04-25 17:20:19.124; org.apache.solr.core.SolrResourceLoader; Adding 'file:/home/andrew/Documents/data/infosense/dumpling/solr_trunk/solr/contrib/extraction/lib/tika-core-1.7.jar' to classloader
INFO  - 2015-04-25 17:20:19.124; org.apache.solr.core.SolrResourceLoader; Adding 'file:/home/andrew/Documents/data/infosense/dumpling/solr_trunk/solr/contrib/extraction/lib/jmatio-1.0.jar' to classloader
INFO  - 2015-04-25 17:20:19.125; org.apache.solr.core.SolrResourceLoader; Adding 'file:/home/andrew/Documents/data/infosense/dumpling/solr_trunk/solr/contrib/extraction/lib/poi-ooxml-schemas-3.11.jar' to classloader
INFO  - 2015-04-25 17:20:19.125; org.apache.solr.core.SolrResourceLoader; Adding 'file:/home/andrew/Documents/data/infosense/dumpling/solr_trunk/solr/contrib/extraction/lib/xz-1.5.jar' to classloader
INFO  - 2015-04-25 17:20:19.125; org.apache.solr.core.SolrResourceLoader; Adding 'file:/home/andrew/Documents/data/infosense/dumpling/solr_trunk/solr/contrib/extraction/lib/bcprov-jdk15-1.45.jar' to classloader
INFO  - 2015-04-25 17:20:19.125; org.apache.solr.core.SolrResourceLoader; Adding 'file:/home/andrew/Documents/data/infosense/dumpling/solr_trunk/solr/contrib/extraction/lib/vorbis-java-tika-0.6.jar' to classloader
INFO  - 2015-04-25 17:20:19.125; org.apache.solr.core.SolrResourceLoader; Adding 'file:/home/andrew/Documents/data/infosense/dumpling/solr_trunk/solr/contrib/extraction/lib/fontbox-1.8.8.jar' to classloader
INFO  - 2015-04-25 17:20:19.125; org.apache.solr.core.SolrResourceLoader; Adding 'file:/home/andrew/Documents/data/infosense/dumpling/solr_trunk/solr/contrib/extraction/lib/metadata-extractor-2.6.2.jar' to classloader
INFO  - 2015-04-25 17:20:19.126; org.apache.solr.core.SolrResourceLoader; Adding 'file:/home/andrew/Documents/data/infosense/dumpling/solr_trunk/solr/contrib/extraction/lib/tika-parsers-1.7.jar' to classloader
INFO  - 2015-04-25 17:20:19.126; org.apache.solr.core.SolrResourceLoader; Adding 'file:/home/andrew/Documents/data/infosense/dumpling/solr_trunk/solr/contrib/extraction/lib/boilerpipe-1.1.0.jar' to classloader
INFO  - 2015-04-25 17:20:19.126; org.apache.solr.core.SolrResourceLoader; Adding 'file:/home/andrew/Documents/data/infosense/dumpling/solr_trunk/solr/contrib/extraction/lib/xmpcore-5.1.2.jar' to classloader
INFO  - 2015-04-25 17:20:19.126; org.apache.solr.core.SolrResourceLoader; Adding 'file:/home/andrew/Documents/data/infosense/dumpling/solr_trunk/solr/contrib/extraction/lib/jempbox-1.8.8.jar' to classloader
INFO  - 2015-04-25 17:20:19.126; org.apache.solr.core.SolrResourceLoader; Adding 'file:/home/andrew/Documents/data/infosense/dumpling/solr_trunk/solr/contrib/extraction/lib/rome-1.0.jar' to classloader
INFO  - 2015-04-25 17:20:19.127; org.apache.solr.core.SolrResourceLoader; Adding 'file:/home/andrew/Documents/data/infosense/dumpling/solr_trunk/solr/contrib/extraction/lib/jhighlight-1.0.jar' to classloader
INFO  - 2015-04-25 17:20:19.127; org.apache.solr.core.SolrResourceLoader; Adding 'file:/home/andrew/Documents/data/infosense/dumpling/solr_trunk/solr/contrib/extraction/lib/xercesImpl-2.9.1.jar' to classloader
INFO  - 2015-04-25 17:20:19.127; org.apache.solr.core.SolrResourceLoader; Adding 'file:/home/andrew/Documents/data/infosense/dumpling/solr_trunk/solr/contrib/extraction/lib/apache-mime4j-dom-0.7.2.jar' to classloader
INFO  - 2015-04-25 17:20:19.127; org.apache.solr.core.SolrResourceLoader; Adding 'file:/home/andrew/Documents/data/infosense/dumpling/solr_trunk/solr/contrib/extraction/lib/vorbis-java-core-0.6.jar' to classloader
INFO  - 2015-04-25 17:20:19.127; org.apache.solr.core.SolrResourceLoader; Adding 'file:/home/andrew/Documents/data/infosense/dumpling/solr_trunk/solr/contrib/extraction/lib/commons-compress-1.8.1.jar' to classloader
INFO  - 2015-04-25 17:20:19.127; org.apache.solr.core.SolrResourceLoader; Adding 'file:/home/andrew/Documents/data/infosense/dumpling/solr_trunk/solr/contrib/extraction/lib/pdfbox-1.8.8.jar' to classloader
INFO  - 2015-04-25 17:20:19.128; org.apache.solr.core.SolrResourceLoader; Adding 'file:/home/andrew/Documents/data/infosense/dumpling/solr_trunk/solr/contrib/extraction/lib/apache-mime4j-core-0.7.2.jar' to classloader
INFO  - 2015-04-25 17:20:19.128; org.apache.solr.core.SolrResourceLoader; Adding 'file:/home/andrew/Documents/data/infosense/dumpling/solr_trunk/solr/contrib/extraction/lib/aspectjrt-1.8.0.jar' to classloader
INFO  - 2015-04-25 17:20:19.128; org.apache.solr.core.SolrResourceLoader; Adding 'file:/home/andrew/Documents/data/infosense/dumpling/solr_trunk/solr/contrib/extraction/lib/poi-ooxml-3.11.jar' to classloader
INFO  - 2015-04-25 17:20:19.128; org.apache.solr.core.SolrResourceLoader; Adding 'file:/home/andrew/Documents/data/infosense/dumpling/solr_trunk/solr/contrib/extraction/lib/tagsoup-1.2.1.jar' to classloader
INFO  - 2015-04-25 17:20:19.129; org.apache.solr.core.SolrResourceLoader; Adding 'file:/home/andrew/Documents/data/infosense/dumpling/solr_trunk/solr/contrib/extraction/lib/jdom-1.0.jar' to classloader
INFO  - 2015-04-25 17:20:19.129; org.apache.solr.core.SolrResourceLoader; Adding 'file:/home/andrew/Documents/data/infosense/dumpling/solr_trunk/solr/contrib/extraction/lib/poi-3.11.jar' to classloader
INFO  - 2015-04-25 17:20:19.129; org.apache.solr.core.SolrResourceLoader; Adding 'file:/home/andrew/Documents/data/infosense/dumpling/solr_trunk/solr/contrib/extraction/lib/java-libpst-0.8.1.jar' to classloader
INFO  - 2015-04-25 17:20:19.129; org.apache.solr.core.SolrResourceLoader; Adding 'file:/home/andrew/Documents/data/infosense/dumpling/solr_trunk/solr/dist/solr-cell-6.0.0-SNAPSHOT.jar' to classloader
INFO  - 2015-04-25 17:20:19.130; org.apache.solr.core.SolrResourceLoader; Adding 'file:/home/andrew/Documents/data/infosense/dumpling/solr_trunk/solr/contrib/clustering/lib/hppc-0.5.2.jar' to classloader
INFO  - 2015-04-25 17:20:19.130; org.apache.solr.core.SolrResourceLoader; Adding 'file:/home/andrew/Documents/data/infosense/dumpling/solr_trunk/solr/contrib/clustering/lib/mahout-math-0.6.jar' to classloader
INFO  - 2015-04-25 17:20:19.130; org.apache.solr.core.SolrResourceLoader; Adding 'file:/home/andrew/Documents/data/infosense/dumpling/solr_trunk/solr/contrib/clustering/lib/simple-xml-2.7.jar' to classloader
INFO  - 2015-04-25 17:20:19.130; org.apache.solr.core.SolrResourceLoader; Adding 'file:/home/andrew/Documents/data/infosense/dumpling/solr_trunk/solr/contrib/clustering/lib/attributes-binder-1.2.1.jar' to classloader
INFO  - 2015-04-25 17:20:19.131; org.apache.solr.core.SolrResourceLoader; Adding 'file:/home/andrew/Documents/data/infosense/dumpling/solr_trunk/solr/contrib/clustering/lib/mahout-collections-1.0.jar' to classloader
INFO  - 2015-04-25 17:20:19.131; org.apache.solr.core.SolrResourceLoader; Adding 'file:/home/andrew/Documents/data/infosense/dumpling/solr_trunk/solr/contrib/clustering/lib/carrot2-mini-3.9.0.jar' to classloader
